Data of Tweet,Tweet Content
2022-05-03 23:29:23+00:00,"#FactsCheck: CLAIM: Vice President Leni Robredo did not accomplish anything as a public servant.

RATING: FALSE

https://t.co/CvgiUEJqKp

#FactsFirstPH 
#TsekPH
#TruthHourPH 
#PressOnePH"
2022-05-03 23:29:13+00:00,President Leni Robredo Cutie ✨
2022-05-03 23:28:45+00:00,@Jsh_Cld @fara_rice1210 @GemoraAudie https://t.co/tsiPtz5oe0 ito panoorin mong mabuti para masabi mong hindi sya guilty. SONA yan ni PRRD.
2022-05-03 23:28:24+00:00,"PLEASE WATCH! ‼️

Let’s attract and Manifest this on MAY 9, 2022 #From Vice President #to President of the Republic of the 🇵🇭 

PRESIDENT Leni Robredo, I am absolutely excited on your Presidential Inauguration! 

#KakampINC #LetLeniLead #LeniRobredo #LeniKiko #LenSlide 💕🌸💖💞 https://t.co/i0Dabzdyqo"
2022-05-03 23:26:27+00:00,"Donny Pangilinan. But when Belinda Mariano stand up for Leni Robredo as her PRESIDENT my goodness I can't believe that I automatically switch to LENIKIKO ALL THE WAY 
as a solid B Stan I do believe that Belle is so Smart and she'll never support Leni Robredo if thinks otherwise"
2022-05-03 23:26:10+00:00,"Ako si Serenitres isang manunulat, nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan kasama ang Tropa ng Senatorial Slate para sa bayan na matagal na nating pinapangarap. Tara, samahan ninyo kami na kulayan ng Rosas ang ating Kinabukasan! https://t.co/eVHqaguKFa"
2022-05-03 23:26:04+00:00,"@Lailie_seshni @daechwiprod pertaining to leni? na debunk na po yan please wag po maniwala sa fake news. magbasa basa ka daw yan ang payo ni namjoon 😊
https://t.co/89zziyAZ7z"
2022-05-03 23:25:37+00:00,LENI GERONA ROBREDO (MAY GINTONG PUSO) https://t.co/aLjNiEeWlh via @YouTube
2022-05-03 23:25:36+00:00,"""Sa Gobyernong Tapat, Angat Buhay Lahat!""

Ako si Dave Joseph Ortega isang Student Nurse, nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan kasama ang Tropa ng Senatorial Slate para sa bayan na matagal na nating pinapangarap..... https://t.co/OJuTXyHs3o"
2022-05-03 23:22:15+00:00,"JUST IN: Almost 250 Filipino students, alumni and researchers from UK universities have signed a statement of individual support for the candidacies of VP Leni Robredo and Sen. Kiko Pangilinan in the upcoming May 9 elections. | @tinaarceodumlao #VotePH https://t.co/hV3WPuizmq"
2022-05-03 23:22:10+00:00,ICYMI. Religious group Iglesia ni Cristo has officially endorsed Ferdinand “Bongbong” Marcos Jr. and Sara Duterte for president and vice president in the 2022 elections. #PHVote #WeDecide  https://t.co/U7fa7wThkd
2022-05-03 23:22:00+00:00,"""China would likely enjoy friendly ties with the Philippines if Ferdinand Marcos Jr. wins next week’s presidential election, while... Vice President Leni Robredo has vowed to seek help in protecting Philippine waters in the South China Sea,"" say analysts.
https://t.co/Py6LzD2bhg"
2022-05-03 23:21:41+00:00,"Leaders from the Grupo Progreso in Negros Occidental endorse Vice President Leni Robredo for President in a mass proclamation at the Grand Pavilion of the Acacia Hotel in Bacolod City on Tuesday, May 3. 📸 VP Leni Media Bureau @News5PH @onenewsph https://t.co/q5PDMcDsUc"
2022-05-03 23:21:39+00:00,"SHABAY SHABAY!!!

ANG PRESIDENTE, LENI ROBREDO
BISE PRESIDENTE, KIKO PANGILINAN

GOBYERNONG TAPAT, ANGAT BUHAY LAHAT 🌸
#NewProfilePic https://t.co/IU6KUvzJL0"
2022-05-03 23:21:21+00:00,@josef_d_dreamer Bongbong Marcos Sir Joseph
2022-05-03 23:21:19+00:00,Kaya Pilipinas huwag natin sayangin si VP Leni Robredo! 💕 #LeniLiwanagSaDilim #LeniKiko2022 #LeniRobredo #LeniForPresident2022 https://t.co/dSztQi1yHL
2022-05-03 23:20:56+00:00,"Bongbong Marcos lied. He has trolls and here they are. Go to https://t.co/bQhBg2XVYL and find out who they are, their toxic posts in real time. See for your self and REPORT these accounts to Facebook.FB should shut them down ASAP. Stop disinformation! Tigilan na ang panloloko! RT https://t.co/vDMuqN3jKP"
2022-05-03 23:20:52+00:00,"Almost 250 Filipino students, alumni and researchers from UK universities have signed a statement of individual support for the candidacies of VP Leni Robredo and Senator Kiko Pangilinan in the upcoming May 9 elections. The signatories come from over 60 universities across the UK"
2022-05-03 23:19:32+00:00,after 6 yrs ulit next adviceserye tapos about the progress our country has made under the leadership of president leni robredo naman yung topic. 😅
2022-05-03 23:18:03+00:00,"Imee, Bongbong Marcos were beneficiaries of illegal Swiss foundations https://t.co/HujqpNeSr5"
2022-05-03 23:17:10+00:00,"I am proud active INC member and my president is Leni Robredo 🌷🌸

#KakampINC"
2022-05-03 23:17:09+00:00,"“Sa Gobyernong Tapat, Angat Buhay Lahat!”

Ako si MELVIN isang TEACHER, nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan para sa bayan na matagal na nating pinapangarap. Tara, samahan ninyo kami na kulayan ng Rosas ang ating Kinabukasan! https://t.co/pxo33vbmnp"
2022-05-03 23:17:04+00:00,"Focus dito Bubblies!        “ANG PRESIDENTE LENI ROBREDO, BISE PRESIDENTE KIKO PANGILINAN”                   #DonBelleForLeniKo         #DonBelleIsPink"
2022-05-03 23:16:46+00:00,"Ako si kenneth,nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan kasama ang Tropa ng Senatorial Slate para sa bayan na matagal na nating pinapangarap. Tara, samahan ninyo kami na kulayan ng Rosas ang ating Kinabukasan!

#LeniKiko2022"
2022-05-03 23:16:39+00:00,ANG PRESIDENTE LENI ROBREDO! BISE PRESIDENTE KIKO PANGILINAN!
2022-05-03 23:16:25+00:00,"Madam President Leni Robredo and VP Kiko Pangilinan! Magandang umaga, Pilipinas! Landslide na boto para sa #LeniKikoUltimateTandem I-visualize na yan! #LawofAttraction #Manifest #LeniKikoAllTheWay2022 #Halalan2022 #LeniKikoTeam2022 https://t.co/9QqubkGK3z"
2022-05-03 23:16:23+00:00,Leni is the top choice. #AngatBuhayPilipino https://t.co/ipqYbQksXe via @bpolitics
2022-05-03 23:15:58+00:00,"WELL WELL WELL!!!!

I took The Blind Test and my top candidate is Leni Robredo.

 https://t.co/adJdWnJhiG"
2022-05-03 23:15:39+00:00,"MANIFESTING 

✨ PRESIDENT LENI ROBREDO ✨"
2022-05-03 23:15:38+00:00,"""Sa Gobyernong Tapat, Angat Buhay Lahat!""

Ako si Faith, isang iskolar ng bayan na pagod nang umiyak sa accounting, nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan kasama ang Tropa ng Senatorial Slate para sa bayan na matagal na + https://t.co/4f3KBHzZNv"
2022-05-03 23:15:36+00:00,"I believe in ""restorative justice"" that's why I support Bongbong Marcos! https://t.co/ghZGN7UH3F"
2022-05-03 23:15:00+00:00,"Top university presidents and school heads came together in a show of force to renew the education sector’s unequivocal support for the candidacy of Vice President Leni Robredo and Senator Kiko Pangilinan.

https://t.co/lS5Bal5Rz9"
2022-05-03 23:14:54+00:00,"@LopezL58266108 I-claim na 'yan ""President Leni Robredo!"" 🙏"
2022-05-03 23:14:53+00:00,"Next week President Leni Robredo will be our new President,and Vice Pres.Kiko Pangilinan ..
Claiming it ,universe alam mo na yan..."
2022-05-03 23:14:11+00:00,"@loveudonbelleee Basta po wag NATING kalimutan na pagtagumpayan sa mayo 9 LENI ROBREDO 10 
KIKO PANGILINAN 7 ANG MANANALO SA ELECTION"
2022-05-03 23:14:11+00:00,"@lilyoftheveil17 Hindi kinakabahan? bet tyo 1k mo wins 10k, hindi mananalo c madumb Leni Robredo!"
2022-05-03 23:14:01+00:00,"Leaders from the Grupo Progreso in Negros Occidental endorse Vice President Leni Robredo for President in a mass proclamation at the Grand Pavilion of the Acacia Hotel in Bacolod City on Tuesday, May 3. 📸 VP Leni Media Bureau @News5PH @onenewsph https://t.co/OdmvQd5NbZ"
2022-05-03 23:13:39+00:00,"“Sa Gobyernong Tapat, Angat Buhay Lahat!”

Ako si Angel Donna Claire Anciano isang HUMANISTA nakiki-isa sa pagsuporta kay VP Leni Robredo at Sen. Kiko Pangilinan kasama ang Tropang Angat para sa bayan na matagal na nating pinapangarap. ~ https://t.co/qxwDvMt05D"
2022-05-03 23:13:39+00:00,"The church endorsed Bongbong Marcos Jr. in 2016, but he still lost to Robredo. 

The church has some 2.6 million members, according to 2015 PSA data."
2022-05-03 23:12:49+00:00,May the 4th be with you Leni Robredo and Kiko Pangilinan ☺️ https://t.co/2PY6gqmBJ6
2022-05-03 23:12:18+00:00,PASTOR APOLLO: IKAW ANG ISASALANG NAMIN VP LENI - ON BBM VS LENI DEBATE https://t.co/J9Y87XFCaM via @YouTube Watch and find out kung paanong ginagawang katatawanan ang sarili nya ni Ms. Leni Robredo.
2022-05-03 23:11:05+00:00,"goodmorning, lord bigay mona samin si leni robredo sa may 9!🎀💖💓🌷"
2022-05-03 23:10:52+00:00,"Presidential aspirant Sen. Panfilo Lacson again played down the latest results of the Pulse Asia survey, which showed him garnering only 2-percent preference among respondents, ranking fifth among candidates. | @melvingasconINQ /PDI https://t.co/9CG64Hn6od"
2022-05-03 23:10:34+00:00,"Para sa mga susunod na heneration kaya ginagawa ko eti at eto ay TAMA. Hindi kurakot, hindi magnanakaw, maraming nagawa kahit hindi election, COA top 3 times, at alam ko hinding hindi ako iwanan ng aking President LENI ROBREDO. #LeniLiwanagSaDilim #LeniKikoAllTheWay2022"
2022-05-03 23:10:21+00:00,"I took The Blind Test and my top candidates are Leody de Guzman, Isko Moreno Domagoso and Leni Robredo.

 https://t.co/Tth1sgg0SB 

emz lol baket napasama diyan si isko"
2022-05-03 23:10:18+00:00,Some members of Iglesia ni Cristo (Church of Christ) publicly voiced their vote for Vice President Leni Robredo after the church known for block voting endorsed the Bongbong Marcos - Sara Duterte tandem. The move that could boot them out of the church. #Eleksyon2022 #Halalan2022
2022-05-03 23:10:12+00:00,"""Sa Gobyernong Tapat, Angat Buhay Lahat!""
Ako si Gian Rayela isang Bottom nakiki-isa sa
pagsuporta kay Vice President Leni Robredo at
Senator Kiko Pangilinan kasama ang Tropa ng
Senatorial Slate para sa bayan na matagal na nating
pinapangarap. Tara, samahanninyo kami na
kulayan https://t.co/UHv6A7AXxO"
2022-05-03 23:09:45+00:00,"""Sa Gobyernong Tapat, Angat Buhay Lahat!""

Ako si CHELZEA isang HINDI PA BOTANTE, nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan.

Frame by: Japet Hosiah Peña

#LetLeniLead2022
#LeniKikoAllTheWay2022
#TropangAngat https://t.co/MHRQvXqmxW https://t.co/b25sdfSGpX"
2022-05-03 23:09:01+00:00,"TIME MAGAZINE! How can it be a threat if BBM will win the elections?

https://t.co/ArsEFQk8ZK"
2022-05-03 23:08:39+00:00,@datumx11 Ang dami ng vocal sa pag-suporta kay Leni Robredo. Naninindigan para sa bayan.
2022-05-03 23:08:24+00:00,"@gabvalenciano Mga Dapat Nating Iboto

President- #1 Ernie Abella

Vice President - #2Walden Bello

Senator
#4Baguilat
#5Bailen
#6Balita
#9Belgica
#13Castriciones
#17D'Angelo
#26Espiritu
#32Gutoc
#38Lacson
#45Matula
#48Padilla, Dra. Minguita
#52Piñol

Partylist
#173 UMA ILONGGO"
2022-05-03 23:08:19+00:00,"Let’s attract and Manifest this on MAY 9, 2022 #From Vice President 2016-2022 #to President of the Republic of the Philippines 2022-2028

President Leni Robredo, I am absolutely excited on your Presidential Inauguration! 

#KakampINC #LetLeniLead #LeniRobredo #LeniKiko #LenSlide https://t.co/2FtuU839gw"
2022-05-03 23:07:48+00:00,@PhilippineStar May plano. May kakayahan. At may pagsisikap na maisakatuparan ang mga pangako. Leni Robredo. 💗🌷🌸🇵🇭
2022-05-03 23:07:35+00:00,"@jerry_trenas Mga Dapat Nating Iboto

President- #1 Ernie Abella

Vice President - #2Walden Bello

Senator
#4Baguilat
#5Bailen
#6Balita
#9Belgica
#13Castriciones
#17D'Angelo
#26Espiritu
#32Gutoc
#38Lacson
#45Matula
#48Padilla, Dra. Minguita
#52Piñol

Partylist
#173 UMA ILONGGO"
2022-05-03 23:07:03+00:00,Kaanak ng asawa ni Bongbong Marcos nagpakita ng suporta kay Robredo | On... https://t.co/pviD2f3hld via @YouTube
2022-05-03 23:06:32+00:00,"@PhilstarNews Influential church group officially endorses presidential candidate Bongbong Marcos Jr. Well atleast, it will not sound bad for a bit now if he'll get called under influence 🤭🤭🤭"
2022-05-03 23:05:56+00:00,President-elect Leni Robredo 💗✨ https://t.co/N2FemJpP8y
2022-05-03 23:05:02+00:00,LENI ROBREDO is my President. #LeniLiwanagSaDilim #ILOILOisPink #LeniKikoAllTheWay2022 #LeniForPresident2022 #FreeLeilaDeLimaNow https://t.co/hBnyGlJmND
2022-05-03 23:04:07+00:00,"""Sa Gobyernong Tapat, Angat Buhay Lahat!""

Ako si Jennikols, isang basic gorjus gorjus gorl, nakiki-isa sa pagsuporta kay Vice President Leni Robredo at Senator Kiko Pangilinan kasama ang Tropa ng Senatorial Slate para sa bayan na matagal na nating pinapangarap. https://t.co/q6l9LY5Qa3"
2022-05-03 23:01:00+00:00,"Influential religious group Iglesia Ni Cristo (INC) on Tuesday endorsed Ferdinand “Bongbong” Marcos Jr. for president and Davao City Mayor Sara Duterte for vice president, six days before the May 9, 2022 polls.
https://t.co/wyvZCmTyzP"
2022-05-03 23:00:43+00:00,"LOOK: A crowd of 15,000 welcomed presidential candidate VP Leni Robredo at the Bantayan Park in  Bago City, Negros Occidental, Tuesday night, May 3. | @carlapgomezINQ https://t.co/qZxZSNjXYX"
2022-05-03 23:00:28+00:00,"Labor leader and presidential aspirant Ka Leody de Guzman said funds “stolen” by previous administrations “should be retrieved and be used to help support the workers.”

https://t.co/noYlAGA9bY https://t.co/kFaZmrOZdQ"
