Data of Tweet,Tweet Content
2021-10-08 23:18:28+00:00,"MGA NAGAWA NI BONGBONG MARCOS

- tumakbo as Vice President, natalo
- nagpa-recount ng boto, natalo pa din
- nagka-covid
- nag Mobile Legends
- nagpa-recount uli ng boto, natalo uli"
2021-10-08 23:17:42+00:00,Yes to Leni Robredo! #NoToIskoMoreno
2021-10-08 23:17:30+00:00,"@yoonietangerine guys, kokonti ang educated abt these, tayong mga may access sa reliable sources na lang ang pag-asa nitong bansa natin, so every vote is important. PLEASE PO, BUMOTO. AT IBOTO ANG KARAPAT-DAPAT. ilan sa mga pangalan na tatandaan, LENI ROBREDO, CHEL DIOKNO, &amp; RISA HONTIVEROS."
2021-10-08 23:16:54+00:00,"@sasaiza Hindi tayo sure kung totoo yung educational attainment at credentials na dineclare ni BBM tho. 👨🏻‍🎓🤓😉
https://t.co/SjByUqSv2W"
2021-10-08 23:14:57+00:00,"@LenylngSakanal @aynbernos Hindi ka siguro nanood ng mga VP debates nung 2016. 😂😂😂 Oo nga pala .. hindi ka capable non. My bad. #WhyLeniRobredo dahil nilampaso nya si Bongbong Marcos sa debate at nilampaso 3 times sa eleksyon. So yeah, iyak na. 😂😂😂"
2021-10-08 23:12:57+00:00,@useyourkokote12 @shinette01 @lenirobredo Anong nagawa ni Bongbong Marcos? Si VPLeni madami.naghabol ng naghabol na nadaya. Siya lang ang tanging naging VP na d binigyan ng position ng isang Pres pero ginampanan ang tungkulin sa Bayan
2021-10-08 23:11:28+00:00,"@societyofhonor I checked @pcooglobalmedia as I was curious how they'd re-angle recent events.

Their timeline's past 24 hrs read like a surreal stan account/teen's diary of admin officials-- a parallel universe where all is well and Maria Ressa &amp; Leni Robredo don't exist. 😂"
2021-10-08 23:09:35+00:00,@ABSCBNNews LENI ROBREDO ADMITTED TO HER INTERVIEWS THAT SHE WILL RUN FOR PRESIDENT  IF MARCOS WILL RUN. THE REAL TRUTH IS PLAIN TO SEE.HER MAJOR AIM IS TO STOP BBM ENTERING THE MALACANANG.🙄  THE ADVOCACY TO SERVE THE PEOPLE IS NOT IN HER .ONLY REVENGE AND VENGEANCE.
2021-10-08 23:07:23+00:00,Sinayang ni Isko ang boto ko sa kanya. Hirap talaga maniwala sa panahon ngayon. Pwede ba si Vico Sotto nalang mag President hehehe..anyways di nako mahirapan pumili now.. I will vote for Leni Robredo. #LetLeniLead #LetLeniLead2022 I love Pink now 💞
2021-10-08 23:05:00+00:00,"Presidential contender Isko Moreno exchanges verbal jabs with Vice President Leni Robredo a day after she formalized her own presidential bid. #Halalan2022

https://t.co/oX7tI8kORh"
2021-10-08 23:04:55+00:00,"President: Leni Robredo 
Vice President: Kiko Pangilinan

Senators:
Risa Hontiveros 
Leila de Lima
Chel Diokno
Teddy Baguilat

Party-List: AKBAYAN"
2021-10-08 23:04:08+00:00,"filos srsly need to stop giving leni robredo so much praise for doing what any decent person in her position would’ve done.  actually, while we’re at it, stop giving *any* politician so much praise for doing the bare minimum"
2021-10-08 22:59:27+00:00,"More celebs, musicians, artists, influencers express their support for Robredo run

#RegineVelasquez #MaricelSoriano #OgieAlcasid #SharonCuneta #LabanLeni2022
https://t.co/51FQ0jIazb"
2021-10-08 22:57:47+00:00,Leni inamo ng bayan...trages...pupunitin ko birth certificate kung Leni Robredo nakalagay doon... https://t.co/PiVtVO1NYu
2021-10-08 22:53:50+00:00,@infectious_dx Rappler VP Leni Robredo is 144K votes ❤️🙏  https://t.co/WXvB2IOl3O https://t.co/PXsCtwalsQ
2021-10-08 22:52:40+00:00,"@MrFrankBaraan Hindi yan mananalo si iskoting malabo p yan sa sabaw ng pusit, Madam Leni Robredo ang the best this coming election"
2021-10-08 22:49:19+00:00,"@infectious_dx Look Madam VP Leni Robredo over the Top yahoo More than 144,000 ❤️❤️❤️ https://t.co/0cpsT4XLko"
2021-10-08 22:46:09+00:00,This week was full of surprises and non-surprises. The biggest non-surprise was Leni Robredo declaring she's running for President. This was a foregone conclusion from the time she mentioned the magic word Marcos. The biggest surprise was Bato running for President under https://t.co/KiNjDRk0cu
2021-10-08 22:45:04+00:00,"My agent who is from Ilocos shared that his friends are mostly anti-BBM and pro Leni Robredo. Their age group is 20 to 29. Nakakatuwa ang mga mulat na kabataan. 😊 
Magandang umaga! 😍"
2021-10-08 22:44:52+00:00,Miriam Santiago: Give Bongbong Marcos a chance https://t.co/19T86LSG6B via @YouTube
2021-10-08 22:41:04+00:00,Miguel Odron for Leni Robredo!💗💗💗 #LabanLeni2022 @teamrobredoph https://t.co/RJR03xJ8nB
2021-10-08 22:40:29+00:00,Leni Robredo running for president just means chromatica confirmed
2021-10-08 22:39:46+00:00,"@zechnasjm0815 @paterno_II DDS troll spotted. Tanga ka siguro nung nag aaral ka. Or wala ka pinag aralan? Haha. Magbasa ka. Mas Madami pa ginawa Leni Robredo kesa sa iba kahit di xa binigyan masyado ng budget ng #Dutae administration. Yang Sara nyo, pupunta sa inodoro."
2021-10-08 22:36:39+00:00,"Gugustuhin ba ng karamihan na yung magiging presidente ng pinas ay walang isang salita at puro pag hihiganti lang ang alam, lalaban daw para kay President Bongbong hindi para sa bansa anong utak meron ka sa bagay lugaw kang ina ka.
#Marcos
#MarcosPaRin 
#BBMFORPRESIDENT2022"
2021-10-08 22:35:08+00:00,@infectious_dx Of course our VP Leni Robredo ❤️ #LeniforPresident2022 #KikoPangilinanForVicePresident2022 #LeniKiko2022 #TrillanesParaSenador2022
2021-10-08 22:34:50+00:00,"Norberto Gonzales, probably a nuisance candidate but with god as my witness, I swear that PDSP has the coolest logo ...plus apparently their socialists which is cool but he has history with GMA, so kinda confused now 😆 . Logo for reference ... https://t.co/EbAh4Ga2wG"
2021-10-08 22:31:05+00:00,Already had my Leni Robredo decal printed. 😂  #LabanLeni2022 #LetLeniLead2022  #RobredoRacing
2021-10-08 22:29:05+00:00,@PhilippineStar He simply did not understand the inspiring speech of Leni Robredo. Beyond his comprehension?
2021-10-08 22:28:58+00:00,Bakit pwede ba tumakbo ang nahimlay? No disrespect but I love Raul Roco and MDS. Such a shame that LENI ROBREDO supporters will stoop this low. https://t.co/K6PSwXN3m4
2021-10-08 22:22:40+00:00,Leni Robredo https://t.co/kKgv6qFn4Z
2021-10-08 22:19:51+00:00,"@ANCALERTS @_katrinadomingo Walang kaaway  at hindi nang-aaway si Leni Robredo. Matino at matapat na serbisyo sa Pilipino ang plataporma nya.

Matagal na ngang patay si marcos pero di mabubura ang katotohanan na diktador at magnanakaw sya! Maraming nagdusa sa kagagawan nya!"
2021-10-08 22:19:12+00:00,"isa sa mga biggest flaws nating mga supporters ni Leni Robredo eh yung pagiging elitista ng karamihan

meron mga ayaw na mag-encourage ng iba kesyo ""bobo, walang pinag-aralan, at hindi nakakaintindi""

pero mind you guys, hindi 'yan ang makakakuha ng boto ni leni mula sa ibang tao"
2021-10-08 22:16:37+00:00,Ang gandang basahin nung mga ganitong 1st hand account or experience ng mga taong mismong kakilala at nakasalamuha ng mga Robredo sa lugar nila. One of the best traits talaga ni Jesse at Leni Robredo ay yung “Servanthood Leadership”. https://t.co/JLkxrnwWA5
2021-10-08 22:15:53+00:00,Sign on to support Bongbong Marcos for President 🙏❤️🇵🇭✌️ https://t.co/Ad8Bc67rBD
2021-10-08 22:14:39+00:00,"COMMENT: When was the last time you felt proud and hopeful? For me, the Filipina moments https://t.co/lumGbbP1P4 via @yahooph"
2021-10-08 22:13:48+00:00,"@kathhcake @lenirobredo Since you’re all here, me fact-check this please https://t.co/bDOS678Q1w"
2021-10-08 22:13:14+00:00,"Robredo slams door on unification talks https://t.co/SphkNTGGL9 VP Leni will unite the Filipino people not the opportunist-bluffer Moreno aka domagoso, Pakyaw, Lacson,, duterte's zombies"
2021-10-08 22:12:22+00:00,"kung may Star for All Seasons na mukhang napahiya sa pagsuporta kay Tolongges, may OPPOSITION FOR ALL THE RIGHT REASONS tayo, si LENI ROBREDO yun, wala nang iba. #LetLeniLead2022 #LabanLeni2022 #WithdrawIsko #OposisyonHindiPumoposisyon"
2021-10-08 22:12:15+00:00,"YEN SANTOS, BALIK INSTAGRAM PARA MAGPAHAYAG NG SUPORTA KAY VICE PRESIDENT LENI ROBREDO?
https://t.co/O50Pe0SNfg
https://t.co/O50Pe0SNfg
https://t.co/O50Pe0SNfg
#YENSANTOS #LENIROBREDO #PILIpinas #ItuloyAngPagbabago #Halalan2022 #COCfiling #PHVote #WeDecide #Eleksyon2022 https://t.co/HdwpK3h8f7"
2021-10-08 22:07:44+00:00,"Eto ang mga BOBOto ko;
President: Pacquiao/Bongbong Marcos
VP: ?
Senator: Rey Langit, Robin Padilla, Harry Roque, francis Leo Marcos, Leila Delima, Jejomar Binay, Larry Gadon, jingoy Estrada, Idol Tulfo{not yet sure}…2b continued
🖕🏽 #Halalan2022 
Si Bong Revilla ba di tatakbo?"
2021-10-08 22:07:29+00:00,"More celebs, musicians, artists, influencers express their support for Robredo run https://t.co/pxxBML7EwL"
2021-10-08 22:03:24+00:00,"My cousin dropped by our house saying why he'll vote for Marcos

""Alam mo si Ferdinand matalino talaga may iniwan yang pera sa Marcos foundation si Bongbong lang makakawithdraw tapos kailangan si Bongbong Manalo Kasi gagamitin Yun pantulong sa Pilipinas"""
2021-10-08 21:58:10+00:00,"📲Adele reveals her son’s best choice for Philippine president is Leni Robredo and that she took him to his ‘Presidential Race Announcement’.

“His jaw dropped... He said, When we go on tour, should I have a seat next to me with Leni’s name on it for Leni to come?” https://t.co/RVQu47Sfof"
2021-10-08 21:56:48+00:00,"Eh mas mabilis ka pang magpalit nang kulay kesa sa isang hunyangong nakadrugs, tapos you lecture us on party loyalty? 

Leni Robredo ran as Independent kasi hindi naman LP ang nakahimok sa kanyang tumakbo sa pagiging politiko - taongbayan. 

Ikaw? Sino humimok sayo? Hahahahaha https://t.co/ZgL0nDiYQI"
2021-10-08 21:56:23+00:00,@_Angels_ofc @lenirobredo Leni Robredo 💞💞💞💞
2021-10-08 21:52:42+00:00,"Please help support Team Leni Robredo, add a #Twibbon now! https://t.co/m2tnzKyJiw"
2021-10-08 21:46:43+00:00,"Se ha retirado Manny Pacquiao,""Pac-Man"", uno de los mejores boxeadores de la historia #PacMan 🥊@MannyPacquiao #boxeoengol #felizfinde https://t.co/rItVdEdLPu"
2021-10-08 21:42:28+00:00,how my parents both progressive democrats and supporters of bongbong marcos 😭 like what???
2021-10-08 21:41:48+00:00,"https://t.co/p6HTRsGFge
https://t.co/qukp7ax7hI 
https://t.co/WEwdB00AUe
https://t.co/xAH9ym6uds
https://t.co/otsuvrLeig
https://t.co/FgCMn02UEW"
2021-10-08 21:38:46+00:00,"Ibang trumabaho ang mga magnanakaw, may taga dislike  sila kay Leni Robredo at mga kasamahan nya sa YouTube at taga like naman kapag silang magnanakaw ang nagsasalita. Hmmm galing ng strategies ng mga magnanakaw na korap!
#LalabanTayo
#PilipinasMuna
#LetLeniLead2022"
2021-10-08 21:37:19+00:00,"✨ Abante babae! ✨

Hidilyn Diaz @diaz_hidilyn 🥇🏋️‍♀️
VP Leni Robredo @lenirobredo 🎀💖
Maria Ressa @mariaressa ☮️📰 

💯 P O W E R 💯"
2021-10-08 21:33:41+00:00,"Titulo

Kung si vp Leni Robredo ang ""Nanay ng buong bansa""

Ano naman ang titulo ni Bolet?"
2021-10-08 21:31:52+00:00,"I mean, do you all remember when Miriam Defensor vouched for Bongbong Marcos and everybody went crazy for him AND NOW he is just a BAD GUY, just NOPE."
2021-10-08 21:20:45+00:00,@Doc4Dead Expecting Leni Robredo to confer to her the highest rank of the Order of Lakandula come 2022/23.
2021-10-08 21:19:06+00:00,"@paterno_II and aside from being the wife of late Mr Robredo, what has Leni done?"
2021-10-08 21:14:53+00:00,@jvcruz143 @48Macky @fakyoto @GisingPilipino @PhilippineStar Ulalo si @jvcruz143 …nawawalang anak ni Leni Robredo…ito ka JV oh👇 https://t.co/qxcpr8qvhj
2021-10-08 21:14:11+00:00,"""Di kasalanan ng anak ang kasalanan ng ama""

pero ""Ang kasalanan ng Aquino kasalanan ni Leni ROBREDO""?

umay sa logics nyo, pero may point naman kayo, POINT-less nga lang. https://t.co/LRtdu3EEKB https://t.co/cPvKrC2kUG"
2021-10-08 21:12:12+00:00,"@IamAlsoAhater @theninaellaine Dun ka kase naghahanap sa rappler at abiascbn brad. Malamang wala dun.

Pakibasa nalang. 🥴

https://t.co/tjO3jOLnCH

https://t.co/mrR6IoZUHL"
2021-10-08 21:10:16+00:00,"DOKTOR, BINATIKOS SI VICE PRESIDENT LENI ROBREDO DAHIL SA PAGGAMIT NG ‘PINK RIBBON’: “IT IS NOT A SYMBOL FOR POLITICAL AMBITIONS!”
https://t.co/w4KdWafbCv
https://t.co/w4KdWafbCv
https://t.co/w4KdWafbCv
#LENIROBREDO #PINKRIBBON #BreastCancerAwarenessMonth https://t.co/h298BPo0wb"
2021-10-08 21:04:24+00:00,"@PhilippineStar una may kumalat na mga text messages tungkol sa kandidatura ni Bongbong,
na malamang ay mga Anti-Marcos din ang may pakana.tapos naman iyan may Umattack daw,kuno sa Web Page ng https://t.co/dMZZ9APmKm it just a coincidence?or lahat nang nangyayari ay ORCHESTRATED? 🤔"
2021-10-08 21:04:20+00:00,"Why is the Comelec allowing Senators Bato and Go, former USec. Abella, defeated VP bet Bongbong Marcos, Mayor Duterte and President Duterte to flagrantly play around the substitution rules?  

Pinagloloko nyo ba kami? 

Disqualify them, void their COCs."
2021-10-08 20:51:10+00:00,"@inquirerdotnet @myowntab VP Leni isang huwarang ina,nagmamalasakit sa kapwa tao at may takot sa Diyos. Siya ang karapat dapat mamuno walang halong kayabangan.Gumagawa ng may pag ibig at pagtitiis para sa kapwa tao.Hindi naninira o nangyuyurak ng pagkatao ng iba.Leni Robredo For President 2022"
2021-10-08 20:44:35+00:00,"Bongbong Marcos - Certificate of Achievement

🏅Best Booth Award
🏅Champion - Milo Little Olympics

SOURCE: https://t.co/xkCvJ4dJOc https://t.co/QdNVOQYg3c"
2021-10-08 20:34:22+00:00,"I'm no Leni Robredo or Maria Ressa but here's a little story about how stepping into my Filipinx identity while working in a political space 

https://t.co/bQYzx2nLKP"
2021-10-08 20:34:21+00:00,Magdadalawang taon na ang covid. Ni minsan di ko makita si Bongbong Marcos at kung anong nagawa nya para sa pandemyang ito. Ngayong malapit na ang eleksyon ay siya ring pagsulpot nito na animo'y may mga naiambag sa Pilipinas. Nakakamangha nga lang din ang mga tao na sumusuporta
2021-10-08 20:34:08+00:00,"INSPIRADONG sumapi at nanumpa sa Aksyon Demokratiko ni Manila Mayor Francisco “Isko Moreno” Domagoso ang batikang broadcaster ng ABS-CBN na si Kabayan Noli de Castro, tatakbo bilang senador. Ginanap ang panunumpa sa Bulwagang Villegas ng Manila City Hall. (BONG SON) https://t.co/5wke1fFIpP"
2021-10-08 20:27:00+00:00,"BBM only reason was to take the dreams and goals of his father to come true although, the sin of the father shall not be pass on to his children.
Leni Robredo, former part of the Yellow Ribbon 🎗️ partylist(correct me if I'm wrong), now it's pink as a new partylist..."
2021-10-08 20:26:15+00:00,"Inosente o tanga lang talaga itong alaga ni German Moreno.

May joint coalition ang Aksyon Demokratiko at mga Dilawan para bigyang-daan ang pagka-presidente ni Pnoy noong 2010.

Tapos tatawagin nyang “yellowtards”? Dahil kay Leni Robredo naglahong parang bula ang ambisyon nya."
2021-10-08 20:25:32+00:00,BONGBONG MARCOS SINARA NA ANG PINTO SA ICC! CONTINUITY NG DUTERTE LEGACY... https://t.co/YCI6Hfbrxr via @YouTube
2021-10-08 20:24:04+00:00,"Volunteered for Leni Robredo's campaign. Still not sure what's going to happen, but looking forward! #LabanLeni2022 💕🎀 https://t.co/WiTffcU5Yi"
2021-10-08 20:05:58+00:00,"I don't care who your president, but I stand with BongBong Marcos.
Intellectual. Moral. Love."
2021-10-08 20:00:36+00:00,"You file your candidacy for President because BongBong Marcos is running for Pres. Hahahaha!
He's running for the Filipino people.
You run because he did and you don't want Marcos to take over the Ph. HAHAHAHA.
GHURL, OKAY KA LG???"
2021-10-08 20:00:34+00:00,"Protektahan Ang mga oligarko. Iboto si Leni Robredo 🙏 kailangang manatiling mahirap Ang bansa spagkat kapag wla nang taong mahirap, wla nang mauuto at makakain ang mga komunistang NPA na nasa kongreso. Kaya ating iboto si Leni Robredo 🥰 https://t.co/3HYyR2R6Oz"
2021-10-08 19:58:13+00:00,Ito rin ano na napagtagumpayan ni Bongbong Marcos sa Senado? Ganun ba siya kahusay? I dont think so. https://t.co/NZjU0eNgCM
2021-10-08 19:55:26+00:00,"@sam_concepcion Sam, halinat ibalik Ang dating Pamumuno Tuwid na daan sa pamamagitan Ni Leni Robredo 🥰 https://t.co/QwTF3qN9rc"
2021-10-08 19:54:18+00:00,@KUglyton My president for 2022 is Bongbong Marcos✌❤
2021-10-08 19:52:24+00:00,paki explain bongbong marcos supporters kung paano naging accomplishment to???? https://t.co/ojVR7n4WwG
2021-10-08 19:51:22+00:00,@jacques_lakan Ibalik Ang disenteng Pamumuno. Paano? Iboto si Leni Robredo https://t.co/pAoA1K3TEi
2021-10-08 19:47:37+00:00,"@via_agui Mag research muna... para hindi masayang ang tulong ninyo.
Try to contact TLR Team Leni Robredo siguro...😊
#LetLeniLead 🇵🇭 
#LeniKiko2022 🇵🇭"
2021-10-08 19:46:32+00:00,"What Makes Leni Robredo, Leni Robredo? https://t.co/e8XKdnSuaK via @YouTube #LeniRobredo2022  #LeniforPresident2022  #LeniIsMyPresident #LeniKiko2022 #LabanLeni"
2021-10-08 19:40:59+00:00,"@mrsunlawyer Relate, saw the series! Multi talented multitasking Leni Robredo"
2021-10-08 19:32:02+00:00,"@ronaldgem Isko Moreno
Nacionalista(2006-2010)
UNA(2010-2014)
PMP (2014-2016)
NUP (2016-2021) 
Aksyon Demokratiko (2021-Present)

Leni Robredo
Liberal Party (2013-Present."
2021-10-08 19:30:27+00:00,"@rmsobebe31 @imbremer @rapplerdotcom Nope, this is not a Robredo-Marcos election. Kakahiya namang iboto si Leni over Ka Leody na ang dahilan ay dahil lang para hindi na maupo si Marcos."
2021-10-08 19:27:50+00:00,@natoreyes Ibalik Ang disenteng Pamumuno.iboto si Leni Robredo https://t.co/SlCzKiH9Fv
2021-10-08 19:27:12+00:00,Spell Trapo - Isko Moreno Domagoso https://t.co/Q5bYYjdhFG
2021-10-08 19:20:53+00:00,"If there is hope in the Philippines, lies with the filipino people hands through the Elections of busy President Leni Robredo And Vice President Kiko Pangilinan."
2021-10-08 19:14:51+00:00,Even Lil Uzi Vert is supporting Leni Robredo https://t.co/jIsa8c0Wf4
2021-10-08 19:12:00+00:00,"Filipinos turn social media pink after VP Robredo announces pres. run vs. Marcos, Pacquiao, Duterte’s candidates

https://t.co/FAzZnmAsqF"
2021-10-08 19:11:55+00:00,"Filipinos turn social media pink after VP Robredo announces pres. run vs. Marcos, Pacquiao, Duterte’s candidates https://t.co/DILUPWM4Ek"
2021-10-08 19:10:48+00:00,VP Leni Robredo's values. 🙏💕 #LABANLENI2022 https://t.co/4Q5KT0eyxw
2021-10-08 19:09:34+00:00,"@iansteinmariano @SEN_GATCHIE27 @KimIndar But he lied in many of them. If he lied in one, why would you believe that he hasn’t lied on the others? https://t.co/r0uRpRA43n."
2021-10-08 19:09:21+00:00,@__ryubeom I think he's capable na aside from BBM. Much better pa nga yan Kay Leni Robredo 😅🤣
2021-10-08 19:08:19+00:00,Si leni robredo ni imong mama? https://t.co/LgyHQtOMWf
2021-10-08 19:08:07+00:00,BAGONG TRENDING KUYA WIL MAYOR SARA BONGBONG MARCOS NOLI DE CASTRO ABS CBN https://t.co/wjQv6FnT67 via @YouTube
2021-10-08 19:02:49+00:00,"puro pagmamalaki sa nagawa daw ni marcos e, paano naman si BOngBOng? wala ba tayo mabibigay dyan? 🤭"
2021-10-08 18:57:32+00:00,The Leni Robredo Podcast #LetLeniLead2022 #LabanLeni2022 https://t.co/sxTbyggTNR
