Data of Tweet,Tweet Content
2022-02-27 23:40:03+00:00,"Vice President Leni Robredo bared a long list of measures she has already undertaken in response to the COVID-19 pandemic during “The Filipino Votes: Presidential Debate 2022” hosted by CNN Philippines and University of Santo Tomas on Sunday.
Read more👇
https://t.co/6CEnjXBJFD https://t.co/SX2vEhfRfx"
2022-02-27 23:38:26+00:00,"@SayChiz Comprehensive,Detailed and https://t.co/LSq8cfWfwV President is Leni Robredo💕💕💕"
2022-02-27 23:38:16+00:00,"until now si VP Leni Robredo pa rin ang top choice ko as a president. And because of the CNN presidential debate 2022, mas lalo kong napatunayan na hindi masasayang ang boto ko kung siya ang iboboto ko."
2022-02-27 23:37:23+00:00,"Iba talaga kapag disiplinadong tao, tulad ni senator #Ping Lacson isang mahusay na senador, kaya siya lang para sa amin ang nararapat sa pagka-president ng bansa sa 2022! https://t.co/J6gljTRoXX"
2022-02-27 23:37:18+00:00,"@iampinglacson Iba talaga kapag disiplinadong tao, tulad ni senator #Ping Lacson isang mahusay na senador, kaya siya lang para sa amin ang nararapat sa pagka-president ng bansa sa 2022!"
2022-02-27 23:37:11+00:00,"Iba talaga kapag disiplinadong tao, tulad ni senator #Ping Lacson isang mahusay na senador, kaya siya lang para sa amin ang nararapat sa pagka-president ng bansa sa 2022! https://t.co/kcr91Lh7x7"
2022-02-27 23:35:50+00:00,"My president, Leni Robredo 🌸😇 https://t.co/rdWy7guDsa"
2022-02-27 23:35:17+00:00,"LENI ROBREDO MAKES SENSE. 

that's the tweet."
2022-02-27 23:34:18+00:00,"So may mga FB friends ako (FB Friends only), na wala ng ginawa kundi mag hate posts about Leni Robredo. Before, they would call Leni bobo. Then after the Debate last night, post nman nila ngayon eh scripted daw. Hndi nio ba matanggap na matalino tlaga sya? At hindi sya “duwag”."
2022-02-27 23:33:52+00:00,faisal mangondato supervillain posting
2022-02-27 23:32:27+00:00,"While the Catholic Church is not endorsing any specific candidate for the coming elections, many priests have been publicly expressing their support for a presidential candidate, notably Vice President Leni Robredo. #VotePH | @janebautistaINQ /PDI
 https://t.co/0KSABgQQzS"
2022-02-27 23:31:14+00:00,LENI ROBREDO FOR PRESIDENT. https://t.co/b14K2kaonl
2022-02-27 23:28:07+00:00,kahit naman may copy na ng questions  si bongbong marcos hindi pa rin siya mukhang ready eh. kitang kita naman sa smni eh lol https://t.co/wm4lcWSPsy
2022-02-27 23:28:02+00:00,"""If you don't show up in the most critical times, hindi ka leader."" - Leni Robredo"
2022-02-27 23:27:40+00:00,"Louder Madam President Leni Robredo!
#10RobredoPresident #10RobredoForPresident 
#IpanaloNa10To #LetLeniLead #LetLeniLead2022 #LeniKiko2022 #AngatBuhayLahat https://t.co/3Te1fOZbDH"
2022-02-27 23:27:37+00:00,"Louder Madam President Leni Robredo!
#10RobredoPresident #10RobredoForPresident 
#IpanaloNa10To #LetLeniLead #LetLeniLead2022 #LeniKiko2022 #AngatBuhayLahat https://t.co/991qGi5Bju"
2022-02-27 23:26:20+00:00,@lenirobredo Ping Lacson for president💗
2022-02-27 23:26:04+00:00,"I was once a dedicated youth leader in our country, and I would know one when I saw one, and her name is Leni Robredo. #LeniForPresident2022 
https://t.co/2y8PrZFpYS"
2022-02-27 23:24:57+00:00,"Appearance - Presidentiable 
Mag-salita - Presidentiable 
Talino - Presidentiable 
Integrity - Presidentiable 
Dignity - Presidentiable 

Atty. Leni Robredo is my PRESIDENT. https://t.co/UiINH7Q5TV"
2022-02-27 23:23:11+00:00,"The absence of Bongbong Marcos in the CNN Philippines debate WILL NOT AFFECT his standing and significant lead in the presidential race. 

It also means CNN is inconsequential."
2022-02-27 23:22:59+00:00,@noringai Manifesting President Leni Robredo. 🌷🙏
2022-02-27 23:22:23+00:00,"@morbidjan @AnoGaYan_ @tonetjadaone well, do you really know what is agriculture sector? sa lahat ng tumatakbo ngayon, leody de guzman at leni lang ang matino, isama na naten si bello. 

the rest? trash."
2022-02-27 23:16:57+00:00,"Ping Lacson: Ako hindi ako naniniwala sa deadline

FELT."
2022-02-27 23:15:12+00:00,"Presidential candidates Francisco ""Isko Moreno"" Domagoso and Panfilo Lacson shared their views on the Philippine government's decision to remain neutral when it comes to the war between Ukraine and Russia. #Halalan2022 

https://t.co/ObUQJGjqyQ"
2022-02-27 23:14:34+00:00,"Most of the 2022 presidential candidates favor legalizing divorce in the Philippines, except Vice President Leni Robredo and Senator Manny Pacquiao who offered alternatives to address abusive marriages.

Read:
https://t.co/NwRguNzGL2

#KaTriVote2022
#PulsoNgBayan
#DailyTribune https://t.co/OWat7pqkdH"
2022-02-27 23:14:26+00:00,"Most of the 2022 presidential candidates favor legalizing divorce in the Philippines, except Vice President Leni Robredo and Senator Manny Pacquiao who offered alternatives to address abusive marriages.

Read:
https://t.co/jkFZwkLV1z

#KaTriVote2022
#PulsoNgBayan
#DailyTribune https://t.co/oZfhY9amB6"
2022-02-27 23:12:57+00:00,"The legislative experience of Ping Lacson shine during the debate. Isko Moreno and VP Leni though have executive experience that is needed to be a leader of a nation. But VP Leni outshine them all with her integrity, character and preparedness for tougher times of presidency."
2022-02-27 23:12:52+00:00,"@Abi_Valte Kahit anung denial ng mga BBM supporters...di nila mapagkakaila na naging working VP si Leni. 

Sige nga...anu bang ginawa ni Bongbong Marcos sa panahong ng pandemya? Pakisagot na may kasamang resibo."
2022-02-27 23:12:39+00:00,HALA LAGOT : PINAS ITUTULAD SA UKRAINE NI LENI ROBREDO / TELEPROMPTER HU... https://t.co/mm7WCmfnKx via @YouTube
2022-02-27 23:12:29+00:00,"@iampinkywebb Next time, please don't invite lesser known presidential candidates if you would hardly ask them. I felt sorry for Faisal Mangondato. He was not given a chance to speak as often as the other candidates."
2022-02-27 23:11:26+00:00,"Leni Robredo-Kiko Pangilinan campaign rally in Iloilo City https://t.co/5yAb9Wsu7L via @YouTube 

PLS SHARE THE ENTHUSIASM, ENERGY, EXCITEMENT 
WITH FAMILIES N FRIENDS N ASK THEM TO VOTE LENI 
4 PRES N KIKO FOR VP N THEIR SEN SLATE.

MARAMING SALAMAT PO."
2022-02-27 23:10:48+00:00,Leni Robredo never did the bare minimum for being the VP. Kasi in the first place it's not the VP's role to do government tasks except to replace the Pres.
2022-02-27 23:10:27+00:00,"@Abi_Valte Yung naghahabol si VP Leni ng hininga nya para sa mga nagawa nya habang nasa pandemya tayo at ma-compress ang lahat ng yun sa 90secs, hindi mapagkakaila na isa talaga syang working Vice President and Bongbong Marcos can never do that...ever!"
2022-02-27 23:09:41+00:00,Leni ‘Minaj’ Robredo? VP drops ‘resibo’ of pandemic response in CNN PH debate https://t.co/U2m1K0l5xd
2022-02-27 23:09:02+00:00,We need to be active to show the people that Ping Lacson leadership is what the Philippines really need right now. #CNNPHPresidentialDebate #halalan2022 #PHVote #PiliPinasDebates2022 #SMNIPresidentialDebate https://t.co/N43yT2cq4P
2022-02-27 23:09:01+00:00,"Nakita ko 'yung sticker ni kuyang tricycle driver na nasakyan ko papuntang Gapan. Tapos pagbaba ko sabi ko ""Leni Robredo po sa eleksyon ah"". Opo, kahit saan ikakampanya na kita, VP Leni."
2022-02-27 23:08:24+00:00,"“Gusto ba nating patuloy na alipinin ‘yong ating mga manggagawa na siyang lumilikha ng kaunalaran ng ating bayan? Bakit hindi natin ibigay sa ating mga manggagawa ang tamang pasahod na dapat nilang tanggapin,” dagdag pa ni De Guzman.

#halalan2022

https://t.co/xPgvNEvS2d"
2022-02-27 23:08:03+00:00,"that ping lacson corruption story na sinabi daw nya sa sundalo if mabalitaan daw na tumanggap sya ng suhol, itali daw sya sa flagpole at barilin? and ppl cheered?? that was so extra like okay???"
2022-02-27 23:07:02+00:00,"Lutang sa husay, galing, at malasakit, ganyan ko ilarawan lagi si President Leni Robredo saaming mga voters' forum sa mga barangay, ang sarap maging volunteer dahil nakakainspire at nakakaproud si Leni. #AngatBuhayLahat #IpanaloNa10To #10RobredoPresident #10RobredoForPresident https://t.co/NW992hhEzx"
2022-02-27 23:06:51+00:00,Robredo roasts debate absentee Marcos: A leader shows up in the most difficult times https://t.co/EKfzF1XhLa
2022-02-27 23:04:57+00:00,Ping Lacson has firm answer but when i think of the contrast decision he makes before supporting Duterte makes me doubt his sincerity.
2022-02-27 23:04:12+00:00,"Maraming salamat po sa lahat ng nanuod at sumuporta sa ating Presidente Isko Moreno Domagoso! ☝️🇵🇭

#CNNPHPresidentialDebate
#KayIskoPosible
#SwitchToIsko
#IskoWillLead https://t.co/9tF858ltPX"
2022-02-27 23:02:33+00:00,nicki minaj whOMST? I only know future President Leni Robredo 😌✊ https://t.co/YIXheYRcLK
2022-02-27 23:01:37+00:00,"I will vote for #LeniKiko this 2022 election to prevent the Marcoses return to Malacañang. However, I hope Leody de Guzman will be given a seat to push his nationalist, scientific, &amp; grassroots platform during Leni Robredo's term."
2022-02-27 23:00:53+00:00,"Still on a high after last night's debate. VP Leni Robredo truly delivered! Can't wait for you to be our next presidient madam!
#IpanaloNa10To #CNNPHPresidentialDebate #10RobredoPresident #MarcosDuwagTalaga #MarcosMagnanakaw #MarcosDuwag"
2022-02-27 23:00:18+00:00,"Magandang umaga to our Madam President Leni Robredo!
Maganda ang umaga pag ang gobyerno ay tapat, dahit aangat talaga ang buhay ng lahat!
#LeniForPresident2022 #LetLeniLead2022 #10RobredoPresident #10RobredoForPresident #IpanaloNa10To 
#LeniKiko2022 
#AngatBuhayLahat https://t.co/gBgiNCHbLK"
2022-02-27 23:00:03+00:00,"Presidential aspirant Ferdinand “Bongbong” Marcos Jr. was warmly received by over a million supporters in the country’s most vote-rich province of Pangasinan over the weekend as he skipped a Comelec-accredited debate hosted by CNN Philippines--
Read more👇
https://t.co/b1ab1EvGiA https://t.co/6ZSY5LV2Gy"
2022-02-27 22:59:54+00:00,"Magandang umaga to our Madam President Leni Robredo!
Maganda ang umaga pag ang gobyerno ay tapat, dahit aangat talaga ang buhay ng lahat!
#LeniForPresident2022 #LetLeniLead2022 #10RobredoPresident #10RobredoForPresident #IpanaloNa10To 
#LeniKiko2022 
#AngatBuhayLahat https://t.co/Oda4cTD044"
2022-02-27 22:57:49+00:00,"DAPAT KA BANG DUMALO SA DEBATE SI BONGBONG MARCOS?
https://t.co/rNIEoJYMNP
https://t.co/rNIEoJYMNP
https://t.co/rNIEoJYMNP
#CNNPHPresidentialDebate #Halalan2022 #BBMSARA #BBMNumber1Sinungaling #BBMForPresident https://t.co/ozWgWSbq6t"
2022-02-27 22:57:11+00:00,"@ABSCBNNews Hindi yan uubra sa masang pinoy, lalo na sa mga hindi na naniniwala sa media. Kung tigilan nyo na kasi ang pag banggig kay Marcos Sr.? Kasi nga ang mga tao hindi sinisisi si Bongbong sa mga ginawa ng tatay nya, gets nyo ba? So hindi uubra yung tactic na pag gamit kay Marcos Sr.🙄"
2022-02-27 22:55:44+00:00,"Naisip ko nung first part si VP lang may humility na magsabi na “gaya ng sinabi ni etc” kasi ok lang naman na pareho ang stand nila sa issues. Tapos yun, nag ganun din si Lacson. 

Kasama kong nanood ng debate: ayan (po) si Ping din binanggit si Leni. 😂 https://t.co/BS3f1nfxLe"
2022-02-27 22:55:32+00:00,"Ibinahagi nina presidential bets Isko Moreno-Domagoso at Panfilo ""Ping"" Lacson ang kanilang pananaw sa nangyayaring tensyon sa pagitan ng Russia at Ukraine. #Halalan2022 https://t.co/Nvm1nafP7u"
2022-02-27 22:54:25+00:00,"Yes!!! 💯%!!! My busy President Leni Robredo!!! Tunay na karapat-dapat!!!
#TeamLeniRobredo for the Win!!! 
🌸🇵🇭🌸🇵🇭🌸
#GobyernongTapatAngatBuhayLahat  at ……
#KulayRosasAngBukas  🌸🌷🌸🌷🌸 https://t.co/sWoSWMPbjc"
2022-02-27 22:53:53+00:00,"@EDENAGU43721338 Yeh!!! Ako rin.. The feeling is mutual. 🙂 Cheers!!!!

Mabuhay si VP Leni Robredo and Kiko Pangilinan!!! Mabuhay ang Pilipino!! Mabuhay ang Pilipinas!!! https://t.co/PxLbWHigc7"
2022-02-27 22:52:39+00:00,Nano ni ya si Faisal Mangondato? Props? Do pang distraction lang ni sa ya sa debate. Buffer time bla
2022-02-27 22:52:08+00:00,Leni Robredo is my president! 💖 https://t.co/kUZNfSh0LD
2022-02-27 22:51:21+00:00,"@dailymively not them awarding themselves but dyk Leni Robredo is a Filipina lawyer, politician, and social activist who is the 14th and incumbent vice president of the Philippines. She is now poised to become the united opposition's candidate for the 2022 PH election. https://t.co/DV83ACGPEj"
2022-02-27 22:50:05+00:00,@MaySense_ @xinyjnln @venccilito Ano po magandang image niya?  https://t.co/DE3UsOESA6 about naman po sa plano niya na mention nya po yon sa interview and vlogs niya.
2022-02-27 22:49:29+00:00,"Hasang-hasa si VP Leni Robredo. Lalo pang na weaponize sa outstanding show of support and volunteerism in campaign proper. She's in it to win it. Si Sen Manny nga, na affect. Konti na lang, ""Vote for LeniKiko"" na ang sasabihin. Leni magic. 

Graphic ctto. https://t.co/7OsCy3hbmh"
2022-02-27 22:47:34+00:00,Leody De Guzman and Dr. Jose Montemayor Jr's discussion on whether to favor workers or capitalists continued well into the latter part of the “Presidential Debate” of CNN Philippines on Sunday. #VotePH | @GabrielLaluINQ https://t.co/p5CXxiKUO1
2022-02-27 22:47:17+00:00,Di ako nakkiki band wagon pero nakukuha na ako ni Leni. Sen. Ping Lacson wait lang ha. I was so sure of you pero nakukuha na talaga ako ni mamshie Leni. Di ko ma explain kung bakit
2022-02-27 22:46:59+00:00,"Dear Senator Manny Pacquiao / Pacman. Your statement abt LGBT and Civil union clearly shows you're favor to Heterosexuals only. If you have a High respect to us LGBT, ull recognize our RIGHTS to enjoy the things you were / are enjoying coz u r all hetero. #CNNPresidentialDebate"
2022-02-27 22:46:58+00:00,"Bongbong Marcos nor Isko just can't even witht her competence, 💟 https://t.co/ieMuSPNqk8"
2022-02-27 22:43:12+00:00,"Si Leni daw nagre-request ng questions in advance...asan ung pruweba nyo?

Eh si BongBong Marcos, ano 'to ? ""Readiness to participate""??? Bakit?!?!  
Wow! https://t.co/MXHQeIMwVA"
2022-02-27 22:42:37+00:00,"Proof that VP Leni Robredo has got plans and knows well what’s best for the country.Ayoko sa giyera. Sino ba may gusto?
This framework is best to protect the interest of our country and assert our rights as a nation.
#10LeniRobredo
#IpanaloNa10To
#AngatBuhayLahat
#LeniKiko2022 https://t.co/RjOuMFVnH6"
2022-02-27 22:42:24+00:00,Leni ‘Minaj’ Robredo? VP drops ‘resibo’ of pandemic response in CNN PH debate https://t.co/GT8PHg9juQ
2022-02-27 22:40:24+00:00,"Sen.  Panfilo ""Ping"" Morena Lacson Sr. for President!!!👍👍👍
(day 221 out of 291 days til May 9, 2022)"
2022-02-27 22:37:46+00:00,"She is qualified to be the next president. 
3. Ping Lacson - grabi to! He is not even on my list but after watching the presidential debate sobra naamaze ako sa kanya. I also watched his other interview and he is good of answering questions. I am gonna go withhim."
2022-02-27 22:37:15+00:00,"KAPAHAMAKAN ng Bansa ang gusto?
IBOTO SI LENI ROBREDO! Kabobohan sagad pangako buhay kulay rosas na lanta! 
IBOTO SI ROBREDO!
DISASTER ang dala! 
May kasama pang sumpa! https://t.co/TgbBg97FaF"
2022-02-27 22:32:01+00:00,@lm_bei @ramboreports We love you BONGBONG MARCOS ♥️💚✌️👊🇵🇭🇵🇭🇵🇭🇵🇭 https://t.co/ICkQThFkdi
2022-02-27 22:31:50+00:00,"huwag niyong i-insist na si Ping Lacson ang best alternative kay VP Leni nang dahil lang sa military man siya jusq kahit anong ayos niyan sa militar at pulisya, bulok pa rin yan at alalahanin niyong author ng ATL yan na dahilan kung bakit may mga kasama kaming wala na ngayon 🙂"
2022-02-27 22:30:43+00:00,Vice President Leni Robredo explains in a debate on Sunday that there are “so many things” that made her break her vow to her daughters that she would retire from politics after her term. #VotePH | @GabrielLaluINQ https://t.co/SbgzrnsFDl
2022-02-27 22:30:19+00:00,NORBERTO GONZALES RELEASE YOUR ASMR VIDEOS!!!! Nakakaantok yung boses potek
2022-02-27 22:29:40+00:00,@MigzRu You MEAN the CNN who is so BIASED on there reports regarding the MARCOS and the government. Who PROMOTES LENI ROBREDO but still denies it.
2022-02-27 22:28:54+00:00,Omg! Is this the alleged kodigo that Leni Robredo used in the #CNNPHPresidentialDebate?? 😮 https://t.co/NRvh5m0zAU
2022-02-27 22:28:11+00:00,"These were what I found so far:
MARCOS WEBSITE https://t.co/6NCryhLTlv

NEWS:
https://t.co/GvCBoiaWl6

https://t.co/1MawwN8adg

https://t.co/eoS2enW8OH

https://t.co/HCADfbaAon https://t.co/sEvXqjpfyV"
2022-02-27 22:27:59+00:00,"@HjValledor Where maka watch, mao lage ingon ni chairman ping lacson nice daw gypn"
2022-02-27 22:26:51+00:00,Leni Robredo should have worn flats to the debate instead so that she did not have to make a whole DRAMA about going barefoot at the end of the #CNNPHPresidentialDebate. 🤭 https://t.co/PbWxXIdogz
2022-02-27 22:25:32+00:00,Will be changing her picture in my vision board with this one. Claiming it na!!! Madam President Leni Robredo!!! 💖🌸🎀 #IpanaloNa10To #10RobredoPresident https://t.co/vqbeyqVcZI
2022-02-27 22:22:13+00:00,"Stark contrast Digong still joking about the veerus and blengbong maybe saying to himself it does not concern him the election is more than a year away: 

Where was Leni Robredo during the first day of the COVID-19 pandemic? https://t.co/JzPiR0ncOY via @YouTube"
2022-02-27 22:21:30+00:00,"overrated kaau ang 2 ka pres candidates skjldf
Ping Lacson needs to be seen 😃"
2022-02-27 22:20:13+00:00,Also noticed that Leni Robredo would always speak straight at the camera. She didn't engage any of her fellow participants nor seemed to interact with the debate hosts. Mukhang MEMORISED yung sagot lalo! 😮
2022-02-27 22:20:01+00:00,"The agriculture development platform so far presented by presidential candidate Leodegario “Ka Leody” de Guzman, known as a labor leader and also son of farmers, is his strongest campaign agenda, according to political analysts. 

READ: https://t.co/VNnQY9F34l https://t.co/mQ4xesziZz"
2022-02-27 22:18:42+00:00,"VP Leni for the win!#LeniRobredoForPresident #CNNPHPresidentialDebate #AngatBuhayLahat 
https://t.co/0Fa68bHmGg"
2022-02-27 22:18:40+00:00,"Leni Robredo, the sole female presidential candidate of the Philippines, refusing to support legalizing divorce is SO anti feminist. A woman should have the right to choose to leave a situation that makes her unhappy and keeping the law oppresses women #LeniRobredo"
2022-02-27 22:18:04+00:00,@Poli6Observer @IskoMoreno Doesn't make it right. Remember the excess campaign funds of Leni Robredo? Ayun pinagpagawang HOUSING PROJECT SA MARAWI. Iyan ang presidente
2022-02-27 22:15:20+00:00,LOOK: Si presidential candidate at dating Sen. Bongbong Marcos ang nanguna sa isingawang presidential preference survey ng OCTA Research na Tugon ng Masa. #Desisyon2022 https://t.co/7qdlHOcHHh
2022-02-27 22:15:20+00:00,"Bongbong Marcos jr. lang malakas
#CNNPHPresidentialDebate 
#PangasinanForBBMSARA https://t.co/2zqkLBS5pn"
2022-02-27 22:14:16+00:00,"Iyan naman talaga ang plano ng mga baliw na baliw sa mga Marcos na akala mo ay maaambunan sila ng Tallano gold kapag nanalo si Bongbong. Ginagawang mababait ang mga Marcos kahit hindi naman talaga. Mga taong nagpapalamon sa mga pangakong so called unity.
https://t.co/uOCOoG4W7u"
2022-02-27 22:11:18+00:00,@canete_darwin Alam yan ni Leni Robredo
2022-02-27 22:07:42+00:00,"Lately, I dread Barcelona facing Athletic Club Bilbao. They had Barcelona's numbers. Now, they are back to what they used to be relative to Barcelona -- kitten instead of tiger like Bongbong Marcos. https://t.co/HuQatgIBCn"
2022-02-27 22:05:27+00:00,"Many times: Tama naman si Sen Ping Lacson, I agree with Sen Lacson."
2022-02-27 22:04:38+00:00,@aeie_md 3. Most behaved: Faisal Mangondato
2022-02-27 22:01:57+00:00,"If ever I will used my rights to vote this elections,Ichoose between Ping Lacson or Bongbong Marcos My choice wouldn't be based on how many supporters does candidate may have,not because of what other pipol have told me, but their experiences and they were raised to be a leader"
2022-02-27 22:01:32+00:00,Leni “Minaj’ Robredo 😆 https://t.co/am0wQAR26b
2022-02-27 21:59:28+00:00,"Ahhh a New Day. A New Week. 
A NEW HOPE.

The FUTURE IS FEMALE.
Our FEMALE ALPHA, Madam President,
LENI ROBREDO (@lenirobredo)

#IpanaloNa10To
#10RobredoPresident 
#LeniKikoAllTheWay 
#AngatBuhayLahatKayLeni 
#AngatBuhayLahat 
#KulayRosasAngBukas 💕 https://t.co/pfRPgqJUX7"
2022-02-27 21:56:10+00:00,@realedumanzano She is ready. A leader with accountability and trust. My President Leni Robredo.
2022-02-27 21:55:16+00:00,"@leox80801 @blues_reyes So far, bukod sa websites ng senate, congress, ito pa lang nakikita ko. Need to dig in deeper, I guess 

MARCOS WEBSITE https://t.co/6NCryhLTlv

NEWS:
https://t.co/GvCBoiaWl6

https://t.co/1MawwN8adg

https://t.co/TwL8HFGGyl https://t.co/00fLXlc2ic"
2022-02-27 21:49:40+00:00,"@jillrobredo @lenirobredo Perfect🙋‍♀️Presidentiable, our next president madam Leni Robredo💞💞💞"
2022-02-27 21:46:50+00:00,"“Kapag hindi ka magshow up in the most difficult times, hindi ka leader.” - VP Leni Robredo.

 https://t.co/CQn9iVuj77"
2022-02-27 21:46:37+00:00,hETO NA ANG ATING PINUNO HANDA NANG MAGSILBI HUSAY AT TIBAY PUSO AT ISIP KAY LENI TAYO (LENI ROBREDO OH OH) KAY LENI TAYO (LENI ROBREDO OH OH )
2022-02-27 21:39:12+00:00,No to puppet. Yes to Baby M. Taga Pangasinan ak say Presidente mi si BongBong Marcos. #PangasinanForBBMSARA
2022-02-27 21:39:11+00:00,"@MacarioBonifac3 
Ang PAGKAKAISA na tinatawag ni BLENG BLONG,...na kay madam LENI ROBREDO,..
#LeniForPresident2022 
Ctto:"
2022-02-27 21:38:56+00:00,"Proud of VP Leni Robredo! 
She is the kind of leader that we need and deserve. I always say that. Let’s fight for her till May 9 election. Don’t forget, vote straight , Leni/Kiko Tram all the way! 
#LetLeniLead2022 
#LeniKiko2022 
#LeniRobredoForPresident https://t.co/8wz94bL9SW"
2022-02-27 21:37:21+00:00,@benign0 @K3naBonita That's why Ernie Abella was my first choice
2022-02-27 21:33:56+00:00,"@TrillanesSonny Angat na angat! Walang kaduda duda, Leni Robredo should be the next president of the Philippines!! Thank you Senator Trillanes!  I am praying you too will win including Chel, Leila, Risa, Matula, Lacson, Baguilat, Colmenares, and Gordon."
2022-02-27 21:26:17+00:00,"The mystery persists... 😮
Is Taglish the only language Leni Robredo can speak? 
#CNNPHPresidentialDebate  https://t.co/4rwcOJnMgG"
2022-02-27 21:21:33+00:00,"@IskoMoreno Ako si isko,si isko ako,isko Moreno Domagoso for President laki sa hirap para sa mahirap Ang presidenting may puso para sa lahat nag mamamyang pilipino.🙏🙏🙏🙏"
2022-02-27 21:20:48+00:00,@thegshift Imagine Twice... Quirino Grandstand... Leni Robredo Rally.
2022-02-27 21:20:06+00:00,"I hope people get to see Ping Lacson in the dim light because experience wise, he's way better than other candidates. Also, let us not only focus on voting wisely sa President. Please vote wisely as well sa Senatorial Candidates. ✨"
2022-02-27 21:12:38+00:00,Anybody But Leni became Angat-Buhay Lahat because the Robredo campaign panicked over the large following generated by Christine Cunanan when she founded the Facebook group. The original group is no more because it was targeted by the Pink Taliban and its fact-checkers.
